"","business_id","full_address","open","city","review_count","name","longitude","state","stars","latitude","type","reservations","wifi","takeout","creditCards"
"19274","OWlG92z5xteWsVzIByRxfA","170 University Avenue W
Unit 10
Waterloo, ON N2L 3L9",TRUE,"Waterloo",6,"Harvey's",-80.5388363108673,"ON",3.5,43.4717869083268,"business",FALSE,"no",TRUE,TRUE
"19277","JxyHe2llgblxn5JvA5BsMg","55 Northfield Drive E
Waterloo, ON N2K 3T6",TRUE,"Waterloo",11,"Yummyaki Japanese Restaurant",-80.5276372050324,"ON",3.5,43.5026116045707,"business",TRUE,"no",TRUE,TRUE
"19280","UUcZWaHzU30B7EtKaxDllA","91 University Avenue E
Waterloo, ON N2J 2W1",TRUE,"Waterloo",4,"Pizza Hut",-80.5183755,"ON",4,43.4782831,"business",FALSE,"no",TRUE,TRUE
"19285","eJ-8iLUvCwO_gZbFMmXbgg","247 King St N
Waterloo, ON N2J 2Y8",TRUE,"Waterloo",3,"Booster Juice",-80.5253004,"ON",3.5,43.4763761,"business",FALSE,"no",FALSE,FALSE
"19286","WKiZiAwKrF81YcfAjnOSjA","160 University Avenue W
Waterloo, ON N2L 3E9",TRUE,"Waterloo",5,"Bubble Tease Resto Bar Cafe",-80.536605,"ON",3,43.471974,"business",FALSE,"no",TRUE,TRUE
"19287","lkRkcxD2rdifSTeHxmOT6A","160 University Avenue W
Waterloo, ON N2L 3E9",TRUE,"Waterloo",12,"The Grill Burger Kitchen",-80.5371146276593,"ON",3.5,43.472500607277,"business",FALSE,"no",TRUE,TRUE
"19290","r0TbVJL9ZuFLrm83wZroMg","267 Weber Street North
Waterloo, ON N2J 3H8",TRUE,"Waterloo",4,"Swiss Chalet",-80.5211216,"ON",4,43.4793516,"business",FALSE,"no",FALSE,FALSE
"19292","buTjdwY_xdi_KJaRb06dOw","247 King Street N
Waterloo, ON N2J 2Y8",TRUE,"Waterloo",3,"Starbucks",-80.5253004,"ON",3.5,43.4763761,"business",FALSE,"no",TRUE,TRUE
"19296","JQVafyWR6VwlDRiyK0QJpA","450 Erb Street W
Waterloo, ON N2T 1H4",TRUE,"Waterloo",3,"Kam Yin Restaurant",-80.555717,"ON",4.5,43.452243,"business",FALSE,"no",FALSE,TRUE
"19297","7KfgI59JMuYfL4yBKsl6BA","83 Erb St W
Waterloo, ON N2L 6C2",TRUE,"Waterloo",10,"Sole Restaurant & Wine Bar",-80.5273068,"ON",4,43.463366,"business",TRUE,"no",FALSE,TRUE
"19299","BadvVbLYqeWe1v1QUBcoUw","31 Avenue University E
Waterloo, ON N2J 2V9",TRUE,"Waterloo",10,"China Garden Restaurant",-80.5230759,"ON",4,43.4768517,"business",TRUE,"no",TRUE,TRUE
"19301","-EUA3cpfONgL9nwkmD4p-w","33 Erb Street W
Waterloo, ON N2L 1S8",TRUE,"Waterloo",4,"Cafe Aroma",-80.5238819,"ON",4,43.4648096,"business",FALSE,"no",FALSE,TRUE
"19304","NCvNgK91IqtSub9JmH8H7g","10 King St S
Waterloo, ON N2J 1N8",TRUE,"Waterloo",9,"Crystal Palace Restaurant",-80.5223193,"ON",3.5,43.4648949,"business",TRUE,"no",TRUE,TRUE
"19306","H_CQGmXaCBj3Qw-PZXswww","465 Phillip Street
Waterloo, ON N2L 6C7",TRUE,"Waterloo",3,"Ming's Chinese Restaurant",-80.5408262,"ON",3.5,43.4844189,"business",FALSE,"no",TRUE,TRUE
"19307","qOQotJKhbqstpVWkgeLWnA","160 University Ave W
Waterloo, ON N2L 3E9",TRUE,"Waterloo",8,"Campus Pizza",-80.5381164327264,"ON",3,43.4721891678188,"business",FALSE,"no",TRUE,FALSE
"19310","TVwEQNYOE3RI2d80ems-yw","170 University Ave W
Waterloo, ON N2L 3E9",TRUE,"Waterloo",12,"Sweet Dreams Teashop",-80.5391085147858,"ON",4,43.4719665362848,"business",FALSE,"free",FALSE,TRUE
"19312","XivYHEauoBk4Va9HjEmVsQ","255 King Street N
Waterloo, ON N2J 4V2",TRUE,"Waterloo",5,"Jia Jia Lok Chinese Restaurant",-80.5256905,"ON",3.5,43.4770992,"business",FALSE,"no",TRUE,FALSE
"19313","PAKFTqXk-pkqE6JOhVnlkg","5 Princess St W
Waterloo, ON N2L 2X7",TRUE,"Waterloo",9,"Jane Bond Cafe",-80.523446,"ON",4,43.4667473,"business",FALSE,"no",FALSE,TRUE
"19315","qinff4BZ55Ci0LC27HrJNA","170 University Avenue W
Waterloo, ON N2L 3E9",TRUE,"Waterloo",10,"Mongolian Grill",-80.5392714589834,"ON",3,43.4721777321206,"business",TRUE,"free",TRUE,TRUE
"19318","dVIG2Nc7qkoAoLp-o6faog","90 Weber Street N
Waterloo, ON N2J 3G8",TRUE,"Waterloo",3,"Granny Bonn's Fish N Chips",-80.5137443,"ON",4,43.471126,"business",FALSE,"no",TRUE,FALSE
"19319","asgyOV0D7tCZ4yp5ffw3Zg","341 Marsland Dr
Waterloo, ON N2J 3Z2",TRUE,"Waterloo",3,"The Flying Dog",-80.5182138,"ON",4,43.483281,"business",TRUE,"no",FALSE,TRUE
"19322","IqIp3Dqvsb5VD6ClFZZkJw","75 King Street S
Unit 61-62
Waterloo, ON N2J 1P2",TRUE,"Waterloo",13,"Thai Sun",-80.5223735,"ON",3,43.4639601,"business",TRUE,"no",TRUE,TRUE
"19325","mNyXXerIPD8Zer88YidV4w","150 University Avenue W
Waterloo, ON N2L 3E4",TRUE,"Waterloo",6,"Almadina Egyptian Cuisine",-80.5353761,"ON",3,43.4723904,"business",FALSE,"no",FALSE,FALSE
"19327","ZtM2M2uxNNGHriS2AMKULA","75 King St S
Waterloo, ON N2J 1P2",TRUE,"Waterloo",4,"Waterloo Valumart",-80.5223735,"ON",2.5,43.4639601,"business",FALSE,"no",FALSE,TRUE
"19328","y0pmoFzlKOhozDmJPQYNcA","4 King Street N
Waterloo, ON N2J 2W7",TRUE,"Waterloo",27,"Symposium Cafe",-80.5224115,"ON",3,43.4652496,"business",TRUE,"free",TRUE,TRUE
"19330","hpMWllZfYKMTv8wM4QuZcA","42 Northfield Dr E
Waterloo, ON N2L 6A1",TRUE,"Waterloo",8,"Keg Steakhouse & Bar",-80.5302897,"ON",3.5,43.5029614,"business",TRUE,"no",FALSE,TRUE
"21729","QLQ9qfaN-9WfqoTG-RekTw","75 King St S
Waterloo, ON N2J 1P2",FALSE,"Waterloo",4,"Matter of Taste",-80.5223735,"ON",5,43.4639601,"business",FALSE,"free",FALSE,TRUE
"21739","HAVSQenQvIsNVpCigZw-5w","150 University Ave W
Waterloo, ON N2L 3E4",TRUE,"Waterloo",4,"Pizza Nova",-80.5362783,"ON",3,43.4724455,"business",FALSE,"no",TRUE,TRUE
"22007","M6aafMDJtR8folbqGgcepg","140 University Avenue W
Waterloo, ON N2L 6J3",TRUE,"Waterloo",34,"Mel's Diner",-80.53408,"ON",3,43.472901,"business",FALSE,"free",TRUE,TRUE
"22683","CXAma-3il9i45krjt5jFqw","31 King Street N
Waterloo, ON N2J",TRUE,"Waterloo",15,"Coffee Culture",-80.5226537,"ON",3,43.4660181,"business",FALSE,"free",FALSE,TRUE
"23556","ey9Aqf4c7_6UHJdhdKJ_3Q","363 King St N
Waterloo, ON N2J",TRUE,"Waterloo",4,"Bianca's Pizza",-80.5265919534424,"ON",4,43.4821435116808,"business",FALSE,"no",TRUE,TRUE
"24371","voJwYWjdoiJABZGVKLe_5g","425 King St N
Waterloo, ON N2J 2Z5",TRUE,"Waterloo",27,"Wildcraft",-80.5276539,"ON",3.5,43.4866257,"business",TRUE,"no",FALSE,TRUE
"24372","-GR4Dvxhx6ddaDiUICOSFQ","187 King St S
Unit 102
Waterloo, ON N2J",TRUE,"Waterloo",48,"The Bauer Kitchen",-80.5190295,"ON",4,43.4593947,"business",TRUE,"free",TRUE,TRUE
"27355","hklixCRElEQWkYrmPtwrqA","550 King Street N
Waterloo, ON N2L",FALSE,"Waterloo",13,"Oliver & Bonacini Cafe Grill",-80.5274971,"ON",3.5,43.4980824,"business",TRUE,"no",FALSE,TRUE
"27531","pVrIUD0nZp2CCDqvnVfPPQ","8 Regina Street N
Unit 5
Waterloo, ON N2J 2Z8",TRUE,"Waterloo",11,"Seven Shores Urban Market and Cafe",-80.521127,"ON",4.5,43.465845,"business",FALSE,"free",FALSE,TRUE
"27706","46ccZvl-ciVh7dv-15fabQ","120 King Street S
Waterloo, ON N2J 1P5",FALSE,"Waterloo",4,"Whole Lot-a Gelata",-80.5214813,"ON",4,43.4624976,"business",FALSE,"no",FALSE,TRUE
"28832","bk2YUek5KaMP8LjN5jZ8_w","258 King Street N
Waterloo, ON N2J 2Y9",TRUE,"Waterloo",21,"Burrito Boyz",-80.5250775,"ON",3.5,43.4773799,"business",FALSE,"no",TRUE,TRUE
"29204","ObjjaNoW5ka25Z7tgxVHFg","244 Weber Street N
Waterloo, ON N2J 3H5",TRUE,"Waterloo",16,"Johnny Fresco",-80.519073754549,"ON",3.5,43.4780120902132,"business",FALSE,"no",TRUE,TRUE
"29552","LN0C9zNfQBlDfpt1ILDFNQ","878 Weber Street N
Waterloo, ON N2V 2J9",TRUE,"Waterloo",17,"St Jacob's Farmer's Market",-80.557243,"ON",4.5,43.5129099,"business",FALSE,"no",FALSE,TRUE
"29843","HwStBN9sxx3sxGCNHgnG6A","181 King Street S
Waterloo, ON N2J 1P7",TRUE,"Waterloo",4,"Brick Brewery",-80.5198564,"ON",3.5,43.4605412,"business",FALSE,"no",FALSE,TRUE
"29883","MdCOlabcfbxwc7zFLVgRuw","37 King Street N
Waterloo, ON N2J 2W9",FALSE,"Waterloo",8,"Ish and Chips",-80.522682,"ON",3,43.4661277,"business",FALSE,"no",TRUE,TRUE
"29996","zD_0Ubr8kY7vGIwxKZCZZw","450 King St N
Waterloo, ON N2J 2Z6",TRUE,"Waterloo",7,"East Side Mario's",-80.5263265,"ON",2,43.4874712,"business",TRUE,"no",FALSE,FALSE
"30045","kjYB71u_mUoE2w-_NnN4Ig","150 University Avenue W
Suite 3
Waterloo, ON N2L 3E4",TRUE,"Waterloo",11,"Meet Point Restaurant",-80.5358885228634,"ON",3.5,43.4724417258775,"business",TRUE,"free",TRUE,TRUE
"30313","EhBSVPbSw1pKE0gg4u2Kqg","15 King Street N
Waterloo, ON N2J 2W6",TRUE,"Waterloo",34,"Watami Sushi & Sake Bar",-80.5225153,"ON",4,43.4655803,"business",TRUE,"no",TRUE,TRUE
"30508","OMhZZCPBnw4U_IHxy3M23A","450 Erb St W
Waterloo, ON N2T 1H4",TRUE,"Waterloo",4,"Zehrs Markets",-80.555717,"ON",4.5,43.452243,"business",FALSE,"no",FALSE,TRUE
"30511","zRc17iJZWZQQYE3E5uWxrg","355 Erb St W
Waterloo, ON N2L 1W4",FALSE,"Waterloo",4,"Baker's Cove Seafood Restaurant",-80.5470366,"ON",3.5,43.4546047,"business",TRUE,"no",TRUE,TRUE
"30598","6ObEB-xmhsENRXYcqEU6ag","283 Northfield Dr E
Waterloo, ON N2J 4G8",TRUE,"Waterloo",3,"St. Louis Bar & Grill",-80.5216805,"ON",3.5,43.511125,"business",FALSE,"no",FALSE,TRUE
"30705","2ekt7hZde4jY7fenBuG-pw","247 King St N
Ste 2
Waterloo, ON N2J 2Y8",TRUE,"Waterloo",14,"Mozy's Shawarma",-80.5257028341293,"ON",4.5,43.4760346027537,"business",FALSE,"no",TRUE,TRUE
"30818","GitvoU8mPOLieMiiw503rg","36 Northfield Dr E
Waterloo, ON N2L 6A1",TRUE,"Waterloo",20,"Sushi 99",-80.531612,"ON",3.5,43.502486,"business",TRUE,"no",TRUE,TRUE
"30819","ayvalHAS3S1elCbYR-Qfjw","583 King St N
Waterloo, ON N2V 2N3",FALSE,"Waterloo",19,"Ye's Sushi",-80.5338427,"ON",3.5,43.5019785,"business",TRUE,"no",TRUE,TRUE
"30843","n9tzswbOPrdqoNlcWPRhtw","160 Columbia Street W
Waterloo, ON N2L 3L3",TRUE,"Waterloo",7,"Mambella's",-80.5413197,"ON",4.5,43.4767552,"business",FALSE,"no",TRUE,TRUE
"30989","769PY-WytNoFeTFNxjcK0g","4 King Street N
Waterloo, ON N2J 2W7",FALSE,"Waterloo",6,"Margarita's",-80.5222954,"ON",2.5,43.4654214,"business",FALSE,"no",FALSE,TRUE
"31081","TXpblNI207D-ddLzTGnU_w","75 King Street S
Waterloo, ON N2J 1P2",TRUE,"Waterloo",7,"Cora's",-80.522773,"ON",3.5,43.4638688,"business",FALSE,"no",TRUE,TRUE
"31150","-7Pwuxq7C04iKBiE6haISQ","247 King Street N
Waterloo, ON N2J 4V2",TRUE,"Waterloo",7,"Tasty Home Kitchen",-80.5251994,"ON",4.5,43.4763851,"business",FALSE,"no",TRUE,TRUE
"31461","tnnG9W2K-rOP0i8K1LOCmQ","203 King Street S
Waterloo, ON N2J 1R1",TRUE,"Waterloo",7,"Sabletine Fine Pastries",-80.5180074,"ON",3.5,43.4594631,"business",FALSE,"no",FALSE,TRUE
"31462","bZ2eSviNY1bZJI7iSK4iiQ","20 Benjamin Rd
Waterloo, ON N2V 2J9",TRUE,"Waterloo",10,"Jack's Family Restaurant",-80.5553725,"ON",3,43.5085071,"business",TRUE,"no",TRUE,TRUE
"31527","qb55mu06oq9RpKNny8xkoQ","170 University Avenue W
Waterloo, ON N2L 3E9",TRUE,"Waterloo",12,"East Side Mario's",-80.5385030061007,"ON",2.5,43.4715548482714,"business",FALSE,"no",TRUE,TRUE
"31752","FDKGQmZbP-4T_QVpbikdMw","75 King Street S
Waterloo, ON N2J 1N9",TRUE,"Waterloo",14,"Zoup!",-80.5230188148194,"ON",4,43.4634048577185,"business",FALSE,"free",TRUE,TRUE
"31947","E99htvbbJwD_R31C8urmoA","51 King St N
Waterloo, ON N2J 2W9",TRUE,"Waterloo",17,"My Thai",-80.5229164,"ON",4,43.4666356,"business",TRUE,"free",TRUE,TRUE
"32235","SsV9YH7aPh7PePHNjLg62Q","170 University Avenue W
Waterloo, ON N2L 3E9",TRUE,"Waterloo",20,"Williams Fresh Cafe",-80.538777203332,"ON",3.5,43.472319669919,"business",FALSE,"free",TRUE,TRUE
"33014","jmCTyc_KgUsHpdZKBBTklQ","46 King St N
Waterloo, ON N2J 2W8",TRUE,"Waterloo",6,"Princess Cafe",-80.5225426,"ON",4,43.4665383,"business",FALSE,"no",TRUE,FALSE
"33102","jYJ7RXA8qORygo2l11VN1g","103 King Street N
Waterloo, ON N2J 2X5",TRUE,"Waterloo",6,"Empress of India",-80.5238313227892,"ON",4,43.4687909670668,"business",TRUE,"no",TRUE,TRUE
"33239","LD5HgMFWBgmbP8L5oIHOaw","170 University Avenue W
Waterloo, ON N2L 3E9",TRUE,"Waterloo",10,"Grab A Greek",-80.5379263311625,"ON",4,43.4727188572535,"business",FALSE,"no",TRUE,TRUE
"33362","WCnD3K16HbrEPg7_WZXa_Q","247 King Street N
Waterloo, ON N2L 3C2",TRUE,"Waterloo",22,"Frat Burger",-80.5251994,"ON",3.5,43.4763851,"business",FALSE,"no",TRUE,TRUE
"33375","u6M2sung_shgqLFHJOXnjQ","95 King Street South
Waterloo, ON N2J 1N9",TRUE,"Waterloo",3,"DAVIDsTEA",-80.5220054,"ON",4.5,43.4636404,"business",FALSE,"no",FALSE,TRUE
"33406","hYdlasiLgVG_BYTsVKSYnQ","255 King Street N
Waterloo, ON N2J 2Y8",FALSE,"Waterloo",5,"Ausanda Chocolate",-80.5254079,"ON",4.5,43.4777702,"business",FALSE,"free",FALSE,TRUE
"33616","PMClMEobREkuwxzxiaVIMw","90 King St N
Waterloo, ON N2J 2X2",TRUE,"Waterloo",4,"Harmony Lunch",-80.5230569,"ON",4.5,43.4682298,"business",FALSE,"no",TRUE,FALSE
"34084","lWWKIdzgYNddKRYxbkO7SA","84 King Street North
Waterloo, ON N2J 2X2",TRUE,"Waterloo",26,"Death Valley's Little Brother",-80.5229583,"ON",4,43.4679659,"business",FALSE,"free",FALSE,TRUE
"34150","8U46CxZHRPuGRdnq2dFW4Q","619 Wild Ginger Avenue
Waterloo, ON N2V 2S9",TRUE,"Waterloo",5,"Sogo Cuisine",-80.5939264,"ON",5,43.4704487,"business",FALSE,"no",FALSE,FALSE
"34226","krdgHbil2McRJPB_WQ5fHQ","40 King Street S
Waterloo, ON N2J 2W8",TRUE,"Waterloo",10,"King Street Trio",-80.5220816251312,"ON",4,43.4643953731149,"business",TRUE,"no",FALSE,TRUE
"34332","zEJxugenoiGFQ_ZZUVPnAw","170 University Avenue West
Suite 19
Waterloo, ON N2L 3E9",TRUE,"Waterloo",13,"Chen's Oriental Cuisine",-80.536079,"ON",3.5,43.472293,"business",FALSE,"no",TRUE,TRUE
"34368","fsuvopNXyxkPHQ1V9h5byA","315 Lincoln Road
Waterloo, ON N2J 4H7",TRUE,"Waterloo",3,"Zehrs",-80.5076985,"ON",4,43.483387,"business",FALSE,"no",FALSE,TRUE
"34453","5MZrOEUD-L2B_v8X-ZxrHA","36 Northfield Drive East
Waterloo, ON N2L 6A1",TRUE,"Waterloo",6,"Smokin Tony's",-80.531612,"ON",4,43.502486,"business",TRUE,"no",TRUE,TRUE
"34989","gSqErDgz-MRp9C0Sp4mwJg","190 Weber Street N
Waterloo, ON N2J 3H5",TRUE,"Waterloo",3,"Angel's Family Restaurant",-80.5178879,"ON",3.5,43.4758781,"business",TRUE,"no",TRUE,TRUE
"35072","NbyrgNMWwNJcZmxr3Gj61Q","845 Weber Street N
Waterloo, ON N2L 6J2",TRUE,"Waterloo",11,"The Crazy Canuck",-80.557017,"ON",4.5,43.511102,"business",FALSE,"no",TRUE,TRUE
"35158","b5J9TrtosHDCkepP0-8jOQ","170 University Avenue W
Waterloo, ON N2L 3E9",TRUE,"Waterloo",9,"Waterloo Star",-80.536079,"ON",4,43.472293,"business",FALSE,"no",TRUE,TRUE
"35160","1h48pwnf6pwlKQWGLOk_Kw","247 King Street N
Unit 3
Waterloo, ON N2J 2Y7",TRUE,"Waterloo",4,"Menchie's Frozen Yogurt",-80.5255748,"ON",3.5,43.4761013,"business",FALSE,"no",FALSE,TRUE
"35207","3is8-n8i-3r2M1NslA-BVQ","Waterloo, ON N2L 3E9",TRUE,"Waterloo",5,"Panda King",-80.5386362,"ON",4,43.4720841,"business",FALSE,"no",FALSE,TRUE
"35424","Lq-iJqgKjAl6-w0ogUtFwA","92 King Street S
Waterloo, ON N2J 4V1",TRUE,"Waterloo",22,"The Works",-80.5215754,"ON",3.5,43.4631816,"business",TRUE,"no",TRUE,TRUE
"35527","Bmyd-S_ufTU8MbF4Ry2sbA","645 Laurelwood Drive
Waterloo, ON N2V 2S9",TRUE,"Waterloo",3,"Bogda",-80.5930217,"ON",3.5,43.4704885,"business",FALSE,"no",FALSE,FALSE
"35726","f_C5ViMqSi19M5_w39v5vA","100 King Street S
Waterloo, ON N2J",TRUE,"Waterloo",9,"Honey Bake Shop",-80.521758,"ON",4,43.4628918,"business",TRUE,"free",TRUE,FALSE
"35798","G4DOzmqIj36ckJVJk4DJsw","410 King Street N
Waterloo, ON N2J 2Z6",TRUE,"Waterloo",5,"Harvey's",-80.526320412755,"ON",4.5,43.4847364744245,"business",FALSE,"no",TRUE,TRUE
"35933","hyBElfDr9soQ1IAxUAtmFg","22 King Street S
Waterloo, ON N2J 1N8",TRUE,"Waterloo",3,"Cafe 22",-80.5220555,"ON",4.5,43.4646959,"business",FALSE,"no",TRUE,TRUE
"36178","OArbu8-R2-Q42GeK-pXGYg","255 King Street N
Unit 15
Waterloo, ON N2J 4V2",TRUE,"Waterloo",12,"Smoke's Poutinerie",-80.5256659537554,"ON",2.5,43.4776315846131,"business",FALSE,"no",TRUE,TRUE
"36206","fVOxPX70sxVApYJQr5G05Q","402 King Street N
Waterloo, ON N2J 2Z4",TRUE,"Waterloo",7,"New Asia Fast Food",-80.5265216,"ON",3,43.4842604,"business",FALSE,"no",TRUE,TRUE
"36324","IcCODw7J4tD3iWpH0Td6-g","255 King Street N
Waterloo, ON N2J 4V2",FALSE,"Waterloo",3,"YoYo's Yogurt Cafe",-80.5256905,"ON",3.5,43.4770992,"business",FALSE,"no",FALSE,TRUE
